year,total_patents,kw_5g,kw_ai_ml,kw_cloud_edge,kw_security,kw_iot,kw_network,kw_energy,kw_antenna,kw_data,kw_5g_share,kw_ai_ml_share,kw_cloud_edge_share,kw_security_share,kw_iot_share,kw_network_share,kw_energy_share,kw_antenna_share,kw_data_share,trend,lag_1,lag_2,growth_rate,growth_rate_lag_1,kw_5g_share_lag_1,kw_ai_ml_share_lag_1,kw_cloud_edge_share_lag_1,kw_security_share_lag_1,kw_iot_share_lag_1,kw_network_share_lag_1,kw_energy_share_lag_1,kw_antenna_share_lag_1,kw_data_share_lag_1
1995,111,0,1,0,1,0,48,4,2,4,0.0,0.009009009009009009,0.0,0.009009009009009009,0.0,0.43243243243243246,0.036036036036036036,0.018018018018018018,0.036036036036036036,20,103.0,69.0,0.07766990291262132,0.49275362318840576,0.0,0.0,0.0,0.009708737864077669,0.0,0.4077669902912621,0.08737864077669903,0.0,0.02912621359223301
1996,217,0,2,0,3,0,90,12,5,18,0.0,0.009216589861751152,0.0,0.013824884792626729,0.0,0.4147465437788018,0.055299539170506916,0.02304147465437788,0.08294930875576037,21,111.0,103.0,0.954954954954955,0.07766990291262132,0.0,0.009009009009009009,0.0,0.009009009009009009,0.0,0.43243243243243246,0.036036036036036036,0.018018018018018018,0.036036036036036036
1997,195,0,0,1,3,1,65,14,5,9,0.0,0.0,0.005128205128205128,0.015384615384615385,0.005128205128205128,0.3333333333333333,0.07179487179487179,0.02564102564102564,0.046153846153846156,22,217.0,111.0,-0.10138248847926268,0.954954954954955,0.0,0.009216589861751152,0.0,0.013824884792626729,0.0,0.4147465437788018,0.055299539170506916,0.02304147465437788,0.08294930875576037
1998,444,0,2,4,3,0,136,42,16,28,0.0,0.0045045045045045045,0.009009009009009009,0.006756756756756757,0.0,0.3063063063063063,0.0945945945945946,0.036036036036036036,0.06306306306306306,23,195.0,217.0,1.2769230769230768,-0.10138248847926268,0.0,0.0,0.005128205128205128,0.015384615384615385,0.005128205128205128,0.3333333333333333,0.07179487179487179,0.02564102564102564,0.046153846153846156
1999,688,0,2,4,2,3,262,35,42,45,0.0,0.0029069767441860465,0.005813953488372093,0.0029069767441860465,0.00436046511627907,0.3808139534883721,0.050872093023255814,0.061046511627906974,0.06540697674418605,24,444.0,195.0,0.5495495495495495,1.2769230769230768,0.0,0.0045045045045045045,0.009009009009009009,0.006756756756756757,0.0,0.3063063063063063,0.0945945945945946,0.036036036036036036,0.06306306306306306
2000,824,0,2,1,1,1,273,50,57,44,0.0,0.0024271844660194173,0.0012135922330097086,0.0012135922330097086,0.0012135922330097086,0.3313106796116505,0.06067961165048544,0.0691747572815534,0.05339805825242718,25,688.0,444.0,0.19767441860465107,0.5495495495495495,0.0,0.0029069767441860465,0.005813953488372093,0.0029069767441860465,0.00436046511627907,0.3808139534883721,0.050872093023255814,0.061046511627906974,0.06540697674418605
2001,797,0,0,4,2,2,242,54,46,55,0.0,0.0,0.005018820577164366,0.002509410288582183,0.002509410288582183,0.30363864491844417,0.06775407779171895,0.05771643663739021,0.06900878293601004,26,824.0,688.0,-0.03276699029126218,0.19767441860465107,0.0,0.0024271844660194173,0.0012135922330097086,0.0012135922330097086,0.0012135922330097086,0.3313106796116505,0.06067961165048544,0.0691747572815534,0.05339805825242718
2002,781,0,3,6,3,3,254,63,32,42,0.0,0.0038412291933418692,0.0076824583866837385,0.0038412291933418692,0.0038412291933418692,0.32522407170294493,0.08066581306017925,0.040973111395646605,0.05377720870678617,27,797.0,824.0,-0.020075282308657516,-0.03276699029126218,0.0,0.0,0.005018820577164366,0.002509410288582183,0.002509410288582183,0.30363864491844417,0.06775407779171895,0.05771643663739021,0.06900878293601004
2003,663,0,2,6,3,2,238,43,23,48,0.0,0.0030165912518853697,0.00904977375565611,0.004524886877828055,0.0030165912518853697,0.358974358974359,0.06485671191553545,0.03469079939668175,0.07239819004524888,28,781.0,797.0,-0.1510883482714469,-0.020075282308657516,0.0,0.0038412291933418692,0.0076824583866837385,0.0038412291933418692,0.0038412291933418692,0.32522407170294493,0.08066581306017925,0.040973111395646605,0.05377720870678617
2004,513,0,0,8,7,0,189,28,12,41,0.0,0.0,0.015594541910331383,0.01364522417153996,0.0,0.3684210526315789,0.05458089668615984,0.023391812865497075,0.07992202729044834,29,663.0,781.0,-0.2262443438914027,-0.1510883482714469,0.0,0.0030165912518853697,0.00904977375565611,0.004524886877828055,0.0030165912518853697,0.358974358974359,0.06485671191553545,0.03469079939668175,0.07239819004524888
2005,414,0,1,4,5,0,153,20,17,35,0.0,0.0024154589371980675,0.00966183574879227,0.012077294685990338,0.0,0.3695652173913043,0.04830917874396135,0.04106280193236715,0.08454106280193237,30,513.0,663.0,-0.19298245614035092,-0.2262443438914027,0.0,0.0,0.015594541910331383,0.01364522417153996,0.0,0.3684210526315789,0.05458089668615984,0.023391812865497075,0.07992202729044834
2006,468,0,1,3,9,0,178,19,21,31,0.0,0.002136752136752137,0.00641025641025641,0.019230769230769232,0.0,0.3803418803418803,0.0405982905982906,0.04487179487179487,0.06623931623931624,31,414.0,513.0,0.13043478260869557,-0.19298245614035092,0.0,0.0024154589371980675,0.00966183574879227,0.012077294685990338,0.0,0.3695652173913043,0.04830917874396135,0.04106280193236715,0.08454106280193237
2007,384,0,0,4,7,1,118,26,12,31,0.0,0.0,0.010416666666666666,0.018229166666666668,0.0026041666666666665,0.3072916666666667,0.06770833333333333,0.03125,0.08072916666666667,32,468.0,414.0,-0.17948717948717952,0.13043478260869557,0.0,0.002136752136752137,0.00641025641025641,0.019230769230769232,0.0,0.3803418803418803,0.0405982905982906,0.04487179487179487,0.06623931623931624
2008,411,0,2,2,2,2,125,21,27,26,0.0,0.004866180048661801,0.004866180048661801,0.004866180048661801,0.004866180048661801,0.30413625304136255,0.051094890510948905,0.06569343065693431,0.06326034063260341,33,384.0,468.0,0.0703125,-0.17948717948717952,0.0,0.0,0.010416666666666666,0.018229166666666668,0.0026041666666666665,0.3072916666666667,0.06770833333333333,0.03125,0.08072916666666667
2009,485,0,2,6,3,2,134,16,23,29,0.0,0.004123711340206186,0.012371134020618556,0.006185567010309278,0.004123711340206186,0.27628865979381445,0.032989690721649485,0.04742268041237113,0.05979381443298969,34,411.0,384.0,0.18004866180048662,0.0703125,0.0,0.004866180048661801,0.004866180048661801,0.004866180048661801,0.004866180048661801,0.30413625304136255,0.051094890510948905,0.06569343065693431,0.06326034063260341
2010,794,0,1,4,9,2,223,40,41,59,0.0,0.0012594458438287153,0.005037783375314861,0.011335012594458438,0.0025188916876574307,0.28085642317380355,0.05037783375314862,0.05163727959697733,0.0743073047858942,35,485.0,411.0,0.6371134020618556,0.18004866180048662,0.0,0.004123711340206186,0.012371134020618556,0.006185567010309278,0.004123711340206186,0.27628865979381445,0.032989690721649485,0.04742268041237113,0.05979381443298969
2011,969,0,0,10,9,5,287,53,37,63,0.0,0.0,0.010319917440660475,0.009287925696594427,0.005159958720330237,0.2961816305469556,0.054695562435500514,0.038183694530443756,0.06501547987616099,36,794.0,485.0,0.2204030226700251,0.6371134020618556,0.0,0.0012594458438287153,0.005037783375314861,0.011335012594458438,0.0025188916876574307,0.28085642317380355,0.05037783375314862,0.05163727959697733,0.0743073047858942
2012,1182,0,2,21,11,3,397,52,35,79,0.0,0.001692047377326565,0.017766497461928935,0.009306260575296108,0.0025380710659898475,0.33587140439932317,0.043993231810490696,0.02961082910321489,0.06683587140439932,37,969.0,794.0,0.2198142414860682,0.2204030226700251,0.0,0.0,0.010319917440660475,0.009287925696594427,0.005159958720330237,0.2961816305469556,0.054695562435500514,0.038183694530443756,0.06501547987616099
2013,1326,0,4,22,15,2,537,71,46,65,0.0,0.0030165912518853697,0.016591251885369532,0.011312217194570135,0.0015082956259426848,0.40497737556561086,0.053544494720965306,0.03469079939668175,0.049019607843137254,38,1182.0,969.0,0.12182741116751261,0.2198142414860682,0.0,0.001692047377326565,0.017766497461928935,0.009306260575296108,0.0025380710659898475,0.33587140439932317,0.043993231810490696,0.02961082910321489,0.06683587140439932
2014,1697,1,9,27,18,0,704,84,50,112,0.0005892751915144372,0.005303476723629935,0.015910430170889805,0.01060695344725987,0.0,0.41484973482616383,0.049499116087212726,0.02946375957572186,0.06599882144961697,39,1326.0,1182.0,0.2797888386123679,0.12182741116751261,0.0,0.0030165912518853697,0.016591251885369532,0.011312217194570135,0.0015082956259426848,0.40497737556561086,0.053544494720965306,0.03469079939668175,0.049019607843137254
2015,1561,0,3,24,11,2,717,86,66,97,0.0,0.0019218449711723255,0.015374759769378604,0.007046764894298526,0.0012812299807815502,0.45932094811018576,0.05509288917360666,0.04228058936579116,0.06213965406790519,40,1697.0,1326.0,-0.08014142604596342,0.2797888386123679,0.0005892751915144372,0.005303476723629935,0.015910430170889805,0.01060695344725987,0.0,0.41484973482616383,0.049499116087212726,0.02946375957572186,0.06599882144961697
2016,1705,0,1,32,21,0,770,95,60,103,0.0,0.0005865102639296188,0.0187683284457478,0.012316715542521995,0.0,0.45161290322580644,0.05571847507331378,0.03519061583577713,0.06041055718475073,41,1561.0,1697.0,0.09224855861627157,-0.08014142604596342,0.0,0.0019218449711723255,0.015374759769378604,0.007046764894298526,0.0012812299807815502,0.45932094811018576,0.05509288917360666,0.04228058936579116,0.06213965406790519
2017,1599,0,5,18,12,3,777,75,45,103,0.0,0.0031269543464665416,0.01125703564727955,0.0075046904315197,0.001876172607879925,0.48592870544090055,0.04690431519699812,0.028142589118198873,0.06441525953721075,42,1705.0,1561.0,-0.062170087976539556,0.09224855861627157,0.0,0.0005865102639296188,0.0187683284457478,0.012316715542521995,0.0,0.45161290322580644,0.05571847507331378,0.03519061583577713,0.06041055718475073
2018,1376,0,2,19,12,2,671,52,52,79,0.0,0.0014534883720930232,0.013808139534883721,0.00872093023255814,0.0014534883720930232,0.4876453488372093,0.0377906976744186,0.0377906976744186,0.057412790697674417,43,1599.0,1705.0,-0.13946216385240773,-0.062170087976539556,0.0,0.0031269543464665416,0.01125703564727955,0.0075046904315197,0.001876172607879925,0.48592870544090055,0.04690431519699812,0.028142589118198873,0.06441525953721075
2019,1632,6,5,28,18,9,749,41,66,108,0.003676470588235294,0.0030637254901960784,0.01715686274509804,0.011029411764705883,0.0055147058823529415,0.45894607843137253,0.025122549019607844,0.04044117647058824,0.0661764705882353,44,1376.0,1599.0,0.18604651162790709,-0.13946216385240773,0.0,0.0014534883720930232,0.013808139534883721,0.00872093023255814,0.0014534883720930232,0.4876453488372093,0.0377906976744186,0.0377906976744186,0.057412790697674417
2020,1391,16,1,32,16,7,643,47,64,81,0.011502516175413372,0.0007189072609633358,0.023005032350826744,0.011502516175413372,0.0050323508267433505,0.46225736879942486,0.03378864126527678,0.04601006470165349,0.058231488138030196,45,1632.0,1376.0,-0.147671568627451,0.18604651162790709,0.003676470588235294,0.0030637254901960784,0.01715686274509804,0.011029411764705883,0.0055147058823529415,0.45894607843137253,0.025122549019607844,0.04044117647058824,0.0661764705882353
2021,1404,27,6,33,19,13,629,50,64,74,0.019230769230769232,0.004273504273504274,0.023504273504273504,0.013532763532763533,0.009259259259259259,0.448005698005698,0.03561253561253561,0.045584045584045586,0.05270655270655271,46,1391.0,1632.0,0.009345794392523255,-0.147671568627451,0.011502516175413372,0.0007189072609633358,0.023005032350826744,0.011502516175413372,0.0050323508267433505,0.46225736879942486,0.03378864126527678,0.04601006470165349,0.058231488138030196
2022,1418,47,5,42,27,15,635,53,69,86,0.03314527503526093,0.003526093088857546,0.029619181946403384,0.01904090267983075,0.010578279266572637,0.44781382228490835,0.03737658674188998,0.04866008462623413,0.06064880112834979,47,1404.0,1391.0,0.009971509971509862,0.009345794392523255,0.019230769230769232,0.004273504273504274,0.023504273504273504,0.013532763532763533,0.009259259259259259,0.448005698005698,0.03561253561253561,0.045584045584045586,0.05270655270655271
2023,1208,39,12,34,23,10,549,37,54,71,0.03228476821192053,0.009933774834437087,0.028145695364238412,0.01903973509933775,0.008278145695364239,0.4544701986754967,0.030629139072847682,0.04470198675496689,0.058774834437086095,48,1418.0,1404.0,-0.14809590973201692,0.009971509971509862,0.03314527503526093,0.003526093088857546,0.029619181946403384,0.01904090267983075,0.010578279266572637,0.44781382228490835,0.03737658674188998,0.04866008462623413,0.06064880112834979
2024,1549,51,22,45,28,13,655,39,79,104,0.0329244673983215,0.014202711426726921,0.029051000645577793,0.018076178179470628,0.008392511297611363,0.4228534538411879,0.025177533892834086,0.051000645577792124,0.0671400903808909,49,1208.0,1418.0,0.2822847682119205,-0.14809590973201692,0.03228476821192053,0.009933774834437087,0.028145695364238412,0.01903973509933775,0.008278145695364239,0.4544701986754967,0.030629139072847682,0.04470198675496689,0.058774834437086095
2025,1177,30,18,35,23,11,495,42,52,68,0.025488530161427356,0.015293118096856415,0.029736618521665252,0.01954120645709431,0.009345794392523364,0.4205607476635514,0.0356839422259983,0.044180118946474084,0.05777400169923534,50,1549.0,1208.0,-0.24015493867010973,0.2822847682119205,0.0329244673983215,0.014202711426726921,0.029051000645577793,0.018076178179470628,0.008392511297611363,0.4228534538411879,0.025177533892834086,0.051000645577792124,0.0671400903808909
